datesold,price,building_year,bedrooms,postcode,area
01-April-2009,376800,1984,3,2620,Tinderry
01-April-2009,445100,1992,3,2914,Bonner
01-April-2009,465100,1991,4,2615,Kippax Centre
01-April-2009,413800,1976,4,2906,Conder
01-April-2009,584000,1992,3,2602,Watson
01-April-2010,420300,1960,2,2604,Kingston
01-April-2010,434350,1969,3,2906,Banks
01-April-2010,503900,1924,3,2617,Kaleen
01-April-2010,489300,1991,3,2905,Theodore
01-April-2010,576100,1926,4,2904,Gowrie
01-April-2010,443650,1969,3,2615,Fraser
01-April-2010,344700,1976,3,2906,Gordon
01-April-2010,952400,1939,5,2902,Kambah
01-April-2010,617900,1973,3,2614,Page
01-April-2011,414500,1972,3,2906,Gordon
01-April-2011,413800,1996,3,2913,Ginninderra Village
01-April-2011,519300,1916,4,2904,Gowrie
01-April-2011,880900,2007,4,2605,Curtin
01-April-2011,806000,1963,3,2603,Red Hill
01-April-2011,423600,1978,3,2905,Bonython
01-April-2011,580300,1966,4,2906,Conder
01-April-2014,446200,1927,3,2902,Kambah
01-April-2014,558700,1922,4,2904,Monash
01-April-2014,337800,1968,3,2615,Fraser
01-April-2014,947000,1977,5,2913,Nicholls
01-April-2014,1059900,2006,5,2611,Uriarra
01-April-2015,754000,1966,5,2614,Page
01-April-2015,476900,1926,4,2914,Forde
01-April-2015,717100,1998,4,2607,Pearce
01-April-2015,699800,1988,4,2602,O'connor
01-April-2015,959800,2004,4,2602,Watson
01-April-2015,460900,1969,3,2905,Bonython
01-April-2015,827600,1999,4,2602,Hackett
01-April-2015,574600,1976,3,2602,O'connor
01-April-2015,483200,2005,4,2905,Theodore
01-April-2015,693800,2014,4,2913,Nicholls
01-April-2015,461900,1978,3,2602,Lyneham
01-April-2015,479100,1994,3,2904,Macarthur
01-April-2015,644900,1990,3,2602,Lyneham
01-April-2015,1011800,2007,4,2902,Kambah
01-April-2015,1596800,2003,4,2600,Fairbairn Raaf
01-April-2015,644900,1927,4,2914,Amaroo
01-April-2015,592100,1992,3,2602,Downer
01-April-2015,631800,1986,4,2913,Ginninderra Village
01-April-2015,828600,1984,3,2602,Dickson
01-April-2015,725200,1990,3,2602,Ainslie
01-August-2008,411600,1967,3,2611,Stirling
01-August-2011,440900,1926,4,2617,Belconnen Dc
01-August-2012,449100,1926,3,2904,Gowrie
01-August-2012,514700,1987,4,2913,Ginninderra Village
01-August-2012,277200,1947,2,2602,Watson
01-August-2013,500800,1977,4,2906,Conder
01-August-2013,615000,1992,3,2602,Ainslie
01-August-2013,570600,1951,4,2617,Belconnen
01-August-2013,877600,1959,4,2902,Kambah
01-August-2014,482700,1995,4,2913,Ginninderra Village
01-August-2014,654600,1973,3,2604,Causeway
01-August-2014,339700,2005,3,2913,Ginninderra Village
01-August-2014,497200,1957,3,2611,Holder
01-August-2014,432600,1990,3,2905,Isabella Plains
01-August-2014,633100,1907,4,2914,Harrison
01-August-2014,381500,1977,3,2615,Melba
01-August-2015,512500,1975,4,2615,Holt
01-August-2015,982900,1996,4,2607,Torrens
01-August-2015,970300,1969,3,2602,O'connor
01-August-2015,1190000,1985,4,2600,Harman
01-August-2015,1273700,1964,5,2603,Red Hill
01-August-2015,641600,2008,3,2605,Hughes
01-August-2015,835600,2014,4,2902,Kambah
01-August-2015,894500,1910,4,2605,Hughes
01-August-2015,629500,1979,3,2602,O'connor
01-August-2015,915600,1988,4,2600,Russell
01-August-2015,722500,1957,4,2615,Spence
01-December-2008,333400,1977,3,2905,Bonython
01-December-2008,938100,1979,4,2604,Causeway
01-December-2008,455300,1967,3,2607,Farrer
01-December-2009,376600,2008,3,2914,Forde
01-December-2009,650100,1910,4,2617,Lawson
01-December-2010,731100,1988,4,2913,Nicholls
01-December-2010,828800,1990,4,2607,Mawson
01-December-2010,478100,1977,3,2902,Kambah
01-December-2010,673300,1990,4,2607,Farrer
01-December-2010,400000,1998,3,2906,Conder
01-December-2010,615300,1947,4,2605,Hughes
01-December-2010,511300,1999,4,2902,Kambah
01-December-2010,435500,1973,3,2906,Gordon
01-December-2010,378600,1976,3,2615,Holt
01-December-2011,473200,1958,3,2614,Hawker
01-December-2011,415300,1976,3,2615,Spence
01-December-2011,486200,1989,4,2615,Spence
01-December-2011,621000,1998,5,2615,Charnwood
01-December-2012,788900,1973,4,2607,Mawson
01-December-2012,754200,1967,5,2611,Weston Creek
01-December-2012,440700,1957,3,2614,Scullin
01-December-2012,917200,1962,4,2604,Causeway
01-December-2014,423400,1918,3,2903,Oxley
01-December-2014,576600,1990,4,2913,Nicholls
01-December-2014,496800,1967,3,2611,Holder
01-December-2014,553400,1997,5,2913,Ngunnawal
01-December-2014,706300,1996,4,2913,Palmerston
01-December-2014,993100,1962,4,2604,Kingston
01-December-2015,580000,1922,4,2904,Fadden
01-December-2015,348200,2005,3,2913,Ginninderra Village
01-December-2015,404900,1977,3,2615,Florey
01-December-2015,599300,1977,3,2607,Pearce
01-December-2015,1143900,1977,4,2604,Causeway
01-December-2015,506200,1958,5,2614,Jamison Centre
01-December-2015,655000,1987,4,2611,Pierces Creek
01-December-2015,980900,2004,4,2602,Watson
01-February-2008,606900,1998,4,2905,Bonython
01-February-2010,497700,1954,3,2902,Kambah
01-February-2010,603800,1992,3,2607,Isaacs
01-February-2011,419500,1990,3,2905,Bonython
01-February-2012,639200,1974,3,2604,Kingston
01-February-2012,570500,1927,4,2904,Monash
01-February-2013,432600,1994,3,2904,Macarthur
01-February-2013,553600,1985,4,2611,Mount Stromlo
01-February-2013,414100,2007,3,2914,Amaroo
01-February-2013,578900,1994,4,2902,Kambah
01-February-2013,391200,1977,3,2905,Theodore
01-February-2013,570900,1989,4,2913,Ngunnawal
01-February-2013,478400,2007,3,2914,Forde
01-February-2014,458500,1977,3,2607,Pearce
01-February-2014,640100,1907,4,2912,Administrative
01-July-2008,675800,1923,4,2904,Monash
01-July-2009,783100,1988,4,2607,Torrens
01-July-2009,757200,1968,3,2600,Yarralumla
01-July-2010,447550,1926,3,2902,Kambah
01-July-2010,865500,1987,4,2906,Gordon
01-July-2010,533700,1979,4,2615,Charnwood
01-July-2011,446400,2007,3,2914,Harrison
01-July-2011,640500,1998,4,2905,Gilmore
01-July-2011,584400,1996,4,2913,Palmerston
01-July-2011,408800,1994,3,2905,Calwell
01-July-2011,439200,1926,3,2617,Giralang
01-July-2013,623100,1910,4,2904,Monash
01-July-2013,531700,1926,4,2912,Administrative
01-July-2013,522900,1988,4,2913,Ginninderra Village
01-July-2013,645000,1986,4,2615,Dunlop
01-July-2013,651600,1991,3,2602,Lyneham
01-July-2013,546900,1957,3,2614,Macquarie
01-July-2013,375900,1995,3,2913,Franklin
01-July-2013,475500,2014,3,2617,Bruce
01-July-2013,578200,1906,4,2912,Administrative
01-July-2013,928200,1962,4,2604,Narrabundah
01-July-2014,443400,1969,3,2906,Banks
01-July-2014,583600,1977,3,2602,Ainslie
01-July-2014,626500,1979,4,2602,Dickson
01-July-2014,573600,1959,3,2604,Narrabundah
01-July-2014,724400,2014,4,2914,Amaroo
01-July-2015,543400,1967,4,2903,Erindale Centre
01-July-2015,418900,1969,3,2615,Spence
01-July-2015,603100,1966,5,2615,Latham
01-July-2015,786800,1972,5,2611,Mount Stromlo
01-July-2015,301300,1943,2,2615,Florey
01-July-2015,1290800,1998,4,2602,Downer
01-June-2009,456500,1977,3,2903,Oxley
01-June-2009,421900,1925,3,2902,Kambah
01-June-2010,448400,1925,3,2902,Kambah
01-June-2010,893700,1978,4,2611,Brindabella
01-June-2010,433000,2006,3,2905,Bonython
01-June-2010,580100,1916,4,2914,Harrison
01-June-2010,930500,1984,4,2603,Manuka
01-June-2010,357600,1955,2,2906,Gordon
01-June-2011,577700,1996,4,2905,Gilmore
01-June-2011,367800,2002,3,2913,Franklin
01-June-2011,748500,1987,4,2913,Ngunnawal
01-June-2011,427300,1987,4,2904,Macarthur
01-June-2011,595700,1992,3,2602,Downer
01-June-2011,359300,1967,3,2615,Florey
01-June-2011,456300,1958,3,2604,Causeway
01-June-2011,514300,1978,3,2614,Page
01-June-2012,564100,1922,4,2617,Bruce
01-June-2012,545700,1996,4,2905,Richardson
01-June-2012,415100,1985,3,2615,Fraser
01-June-2013,397400,1926,4,2903,Wanniassa
01-June-2013,495200,1966,3,2611,Stirling
01-June-2013,749100,1997,3,2602,Hackett
01-June-2015,564700,1975,4,2615,Holt
01-June-2015,605700,2006,4,2905,Isabella Plains
01-June-2015,709800,1995,4,2607,Isaacs
01-June-2015,517400,1968,3,2903,Wanniassa
01-June-2015,647900,1987,4,2617,Giralang
01-June-2015,390300,1967,3,2615,Melba
01-June-2015,1105500,1963,5,2600,Hmas Harman
01-June-2015,508200,1977,4,2615,Latham
01-June-2015,1308300,2004,5,2913,Ginninderra Village
01-March-2010,406500,1972,3,2906,Gordon
01-March-2010,430200,1925,4,2902,Kambah
01-March-2010,695800,2006,4,2904,Gowrie
01-March-2010,433700,1954,3,2902,Kambah
01-March-2010,458100,2008,3,2904,Fadden
01-March-2010,735900,1926,4,2605,Hughes
01-March-2010,584500,1977,4,2906,Banks
01-March-2011,522000,1926,4,2914,Amaroo
01-March-2011,416834,1990,3,2905,Isabella Plains
01-March-2011,864800,1926,5,2605,Curtin
01-March-2011,714500,2006,4,2913,Franklin
01-March-2011,410900,2014,4,2905,Chisholm
01-March-2012,681400,1956,5,2914,Bonner
01-March-2012,506100,1990,3,2906,Banks
01-March-2012,637300,2000,4,2906,Banks
01-March-2012,352100,1996,3,2913,Franklin
01-March-2012,467500,1974,3,2604,Narrabundah
01-March-2012,758200,1988,4,2607,Pearce
01-March-2013,499300,1926,4,2617,Evatt
01-March-2013,521100,1991,4,2906,Gordon
01-March-2013,458600,1968,4,2614,Jamison Centre
01-March-2013,518300,1980,3,2607,Mawson
01-March-2013,409100,1990,3,2905,Calwell
01-March-2014,396600,1987,3,2905,Richardson
01-March-2014,1201900,1964,4,2603,Griffith
01-March-2014,473200,1994,3,2904,Gowrie
01-March-2014,618800,1992,3,2602,O'connor
01-March-2014,845400,1988,3,2604,Causeway
01-March-2014,796300,1927,5,2605,Garran
01-March-2015,565700,1968,3,2611,Duffy
01-May-2008,640200,1910,4,2617,Evatt
01-May-2009,408700,1976,3,2905,Gilmore
01-May-2009,606500,2014,4,2615,Charnwood
01-May-2009,475300,1957,5,2615,Holt
01-May-2009,369400,2005,3,2617,Belconnen
01-May-2009,562300,2003,4,2913,Palmerston
01-May-2009,422100,2005,4,2905,Chisholm
01-May-2010,382900,1976,3,2615,Kippax
01-May-2010,654300,1947,2,2602,Lyneham
01-May-2012,405800,1999,3,2617,Belconnen Dc
01-May-2012,562000,1993,4,2905,Chisholm
01-May-2013,391800,2014,3,2914,Amaroo
01-May-2013,446500,1990,3,2905,Richardson
01-May-2014,405000,1939,2,2911,Crace
01-May-2014,498600,1994,3,2905,Isabella Plains
01-May-2014,612200,2004,4,2602,O'connor
01-May-2015,443600,2002,3,2905,Calwell
01-May-2015,571700,1994,4,2913,Ginninderra Village
01-May-2015,507400,1925,4,2902,Kambah
01-May-2015,919400,1911,4,2605,Garran
01-May-2015,392400,1903,3,2914,Amaroo
01-May-2015,394000,2005,3,2913,Nicholls
01-May-2015,780000,1998,4,2602,Downer
01-May-2015,726100,2014,5,2914,Harrison
01-May-2015,475400,1947,3,2903,Wanniassa
01-May-2015,573800,1925,4,2912,Administrative
01-May-2015,605800,1975,4,2615,Flynn
01-November-2009,596300,1990,4,2611,Brindabella
01-November-2010,446400,2008,3,2904,Fadden
01-November-2010,654700,1978,3,2906,Banks
01-November-2010,471800,2004,3,2617,Mckellar
01-November-2010,437400,2007,3,2912,Administrative
01-November-2011,496200,1990,4,2913,Ginninderra Village
01-November-2011,606000,1976,4,2903,Wanniassa
01-November-2012,1218500,1905,4,2612,Turner
01-November-2012,447500,1976,3,2615,Holt
01-November-2013,433800,1969,4,2615,Holt
01-November-2013,584700,1988,4,2913,Franklin
01-November-2013,444100,1988,3,2913,Nicholls
01-November-2013,562200,1976,3,2602,Ainslie
01-November-2014,615600,1906,3,2605,Garran
01-November-2014,754600,1951,3,2603,Griffith
01-November-2014,1092700,1977,4,2600,Canberra
01-November-2014,932300,1969,3,2602,O'connor
01-November-2014,725300,1990,3,2602,Dickson
01-November-2014,781600,1990,3,2602,Lyneham
01-November-2014,1152200,1984,3,2600,Canberra
01-November-2014,732500,1990,3,2602,Watson
01-November-2014,663800,1905,3,2617,Mckellar
01-November-2014,581300,1978,4,2913,Ngunnawal
01-November-2014,583200,1989,2,2601,Acton
01-November-2015,845900,1984,3,2604,Narrabundah
01-November-2015,698000,1926,4,2605,Garran
01-November-2015,1431300,1996,4,2600,Harman
01-November-2015,896300,1984,3,2604,Causeway
01-October-2008,447100,1925,4,2904,Fadden
01-October-2009,701800,1967,4,2611,Duffy
01-October-2009,548900,1926,4,2914,Forde
01-October-2009,580200,1980,4,2914,Amaroo
01-October-2009,433800,1967,3,2906,Conder
01-October-2009,382900,1992,3,2905,Bonython
01-October-2009,430400,1976,3,2900,Tuggeranong
01-October-2010,408050,1987,3,2913,Nicholls
01-October-2010,814600,1987,4,2611,Holder
01-October-2010,924000,1909,4,2605,Hughes
01-October-2010,379700,1976,3,2906,Gordon
01-October-2010,453100,2003,3,2906,Banks
01-October-2010,488100,1926,4,2914,Bonner
01-October-2010,429800,1967,3,2615,Florey
01-October-2010,519400,1911,4,2617,Kaleen
01-October-2011,571300,1990,4,2913,Palmerston
01-October-2011,887600,1990,4,2614,Macquarie
01-October-2011,1105300,1977,4,2603,Manuka
01-October-2011,467200,2003,4,2905,Gilmore
01-October-2013,410800,1977,3,2615,Florey
01-October-2013,535600,1994,3,2904,Macarthur
01-October-2013,769700,1976,4,2600,Duntroon
01-October-2013,579100,1989,4,2913,Ginninderra Village
01-October-2014,420700,1967,3,2615,Flynn
01-October-2014,591100,1989,4,2913,Franklin
01-October-2014,443300,2000,3,2913,Palmerston
01-October-2014,430900,1957,3,2614,Aranda
01-October-2014,570400,1966,3,2911,Mitchell
01-October-2014,459400,1968,3,2615,Melba
01-October-2014,622100,2000,5,2602,Ainslie
01-October-2014,495100,1968,4,2614,Aranda
01-October-2014,540700,1926,5,2904,Macarthur
01-October-2014,459200,1994,3,2617,Bruce
01-October-2014,677500,1992,3,2607,Farrer
01-October-2014,730700,1996,5,2602,Downer
01-October-2015,804600,1927,3,2605,Garran
01-October-2015,954900,2014,5,2605,Garran
01-October-2015,737700,1910,4,2914,Harrison
01-October-2015,369400,1949,2,2615,Spence
01-September-2008,374200,1919,3,2903,Erindale Centre
01-September-2009,497300,1925,2,2605,Hughes
01-September-2010,552788,1974,3,2602,Hackett
01-September-2010,385400,1977,3,2906,Gordon
01-September-2010,416100,2014,3,2914,Bonner
01-September-2010,488500,1988,4,2913,Franklin
01-September-2011,421300,1967,3,2614,Weetangera
01-September-2011,2487900,2006,5,2606,Swinger Hill
01-September-2012,578000,1956,4,2617,Belconnen Dc
01-September-2012,864700,1932,4,2612,Turner
01-September-2012,661600,1978,4,2617,Lawson
01-September-2013,601500,2004,4,2913,Ngunnawal
01-September-2014,455100,1978,4,2906,Conder
01-September-2014,502200,1967,4,2615,Florey
01-September-2014,550900,1926,4,2914,Bonner
01-September-2014,1134600,1972,4,2603,Red Hill
01-September-2014,477300,1955,3,2903,Wanniassa
01-September-2014,391200,2003,3,2913,Ginninderra Village
01-September-2014,381700,1962,3,2906,Gordon
01-September-2015,487400,1950,3,2902,Kambah
01-September-2015,617100,1978,4,2906,Banks
01-September-2015,460000,1969,4,2615,Holt
01-September-2015,442400,2014,3,2902,Kambah
01-September-2015,570500,1925,4,2914,Forde
02-April-2009,798200,1973,4,2614,Scullin
02-April-2009,425000,1925,4,2903,Erindale Centre
02-April-2009,325800,1973,3,2906,Conder
02-April-2010,830900,1996,4,2607,Pearce
02-April-2011,588300,1903,3,2605,Curtin
02-April-2012,497300,1954,4,2902,Kambah
02-April-2013,726400,1998,4,2905,Chisholm
02-April-2013,453600,1962,3,2615,Macgregor
02-April-2013,453400,1967,3,2903,Oxley
02-April-2013,515050,1978,2,2905,Bonython
02-April-2013,375800,1987,2,2615,Flynn
02-April-2014,690100,1992,3,2602,Downer
02-April-2014,366900,1930,3,2913,Ginninderra Village
02-April-2014,437200,2014,3,2914,Bonner
02-April-2014,537400,1980,3,2607,Mawson
02-April-2014,494600,1968,3,2615,Melba
02-April-2014,617600,1956,5,2902,Kambah
02-April-2014,379400,1949,2,2615,Holt
02-April-2014,390200,1977,3,2905,Richardson
02-April-2015,604500,1906,4,2914,Forde
02-April-2015,469900,1925,4,2902,Kambah
02-April-2015,578500,1980,4,2912,Administrative
02-April-2015,374600,2005,3,2913,Ngunnawal
02-April-2015,761900,1923,4,2617,Bruce
02-April-2015,523800,1979,4,2615,Melba
02-April-2015,1034700,1981,3,2604,Kingston
02-April-2015,479500,1967,4,2906,Conder
02-April-2015,520500,1968,3,2615,Macgregor
02-April-2015,658300,1907,4,2914,Forde
02-April-2015,404700,1985,3,2913,Nicholls
02-April-2015,547500,1960,4,2611,Holder
02-April-2015,1675600,2006,4,2603,Manuka
02-August-2010,496000,1972,3,2611,Duffy
02-August-2010,335250,2003,3,2913,Ginninderra Village
02-August-2010,552400,1957,3,2611,Chapman
02-August-2010,424750,1990,4,2905,Bonython
02-August-2010,429600,1992,3,2913,Ngunnawal
02-August-2010,1310800,1975,5,2603,Forrest
02-August-2011,487200,1994,3,2913,Ngunnawal
02-August-2012,375500,1976,3,2615,Spence
02-August-2012,443600,2004,3,2904,Monash
02-August-2012,408500,1977,3,2615,Kippax
02-August-2012,1014500,2000,5,2905,Chisholm
02-August-2012,753700,1998,4,2602,Hackett
02-August-2013,402200,1939,2,2606,Chifley
02-August-2013,843900,1959,4,2611,Weston Creek
02-August-2013,545800,1999,4,2903,Oxley
02-August-2013,509600,1976,3,2602,Watson
02-August-2013,735900,1964,5,2913,Ginninderra Village
02-August-2013,466500,1967,3,2602,Dickson
02-August-2014,651300,1968,5,2614,Scullin
02-August-2014,670200,1990,4,2602,Ainslie
02-August-2014,873400,1919,4,2605,Garran
02-August-2014,687900,1966,4,2614,Hawker
02-December-2008,570600,1951,3,2903,Wanniassa
02-December-2008,438600,1977,4,2906,Conder
02-December-2008,355400,1977,4,2615,Charnwood
02-December-2008,458000,1996,4,2913,Ngunnawal
02-December-2009,322200,1969,3,2615,Spence
02-December-2009,430000,1990,3,2905,Gilmore
02-December-2009,434600,1954,3,2903,Oxley
02-December-2009,1345500,1986,3,2600,Russell Hill
02-December-2009,743500,1984,4,2602,Ainslie
02-December-2009,758800,2005,4,2602,O'connor
02-December-2010,464200,1985,3,2903,Wanniassa
02-December-2010,453900,1954,3,2903,Erindale Centre
02-December-2010,838200,1918,3,2605,Garran
02-December-2010,640500,1994,4,2602,Lyneham
02-December-2010,514400,1975,4,2615,Kippax Centre
02-December-2010,692800,2001,3,2612,Braddon
02-December-2011,1035500,2007,4,2612,Turner
02-December-2011,615200,1916,4,2914,Harrison
02-December-2011,422900,1976,3,2906,Gordon
02-December-2011,603500,1992,3,2602,Lyneham
02-December-2011,474400,1990,4,2913,Ngunnawal
02-December-2013,557200,1976,3,2602,Dickson
02-December-2013,513300,1978,3,2906,Conder
02-December-2013,653750,1977,4,2906,Conder
02-December-2013,721300,1998,4,2602,Hackett
02-December-2014,825500,2004,5,2615,Fraser
02-December-2014,416000,1994,3,2905,Richardson
02-December-2014,552400,1966,4,2906,Conder
02-December-2014,681800,1976,4,2902,Kambah
02-December-2014,497100,1996,3,2913,Ngunnawal
02-December-2014,556100,1976,3,2602,Lyneham
02-December-2014,615800,1959,2,2604,Causeway
02-December-2014,916700,1968,3,2600,Russell Hill
02-December-2014,460800,1959,3,2604,Causeway
02-December-2014,445700,1978,4,2615,Flynn
02-December-2015,416100,1957,3,2614,Weetangera
02-December-2015,450000,1994,3,2615,Fraser
02-December-2015,589500,1947,2,2604,Causeway
02-December-2015,370900,1925,3,2902,Kambah
02-December-2015,628500,1961,4,2611,Mount Stromlo
02-December-2015,466300,1987,3,2913,Palmerston
02-December-2015,418300,1977,3,2905,Chisholm
02-December-2015,507500,1968,3,2614,Hawker
02-December-2015,908300,1984,3,2602,Watson
02-December-2015,876800,1996,4,2607,Pearce
02-February-2009,494200,1967,5,2913,Nicholls
02-February-2009,617200,1990,4,2607,Isaacs
02-February-2010,351700,1976,3,2615,Melba
02-February-2011,379300,1986,1,2604,Narrabundah
02-February-2011,588600,1976,4,2611,Chapman
02-February-2011,475200,1985,3,2903,Erindale Centre
02-February-2011,502212,1978,3,2615,Florey
02-February-2011,529900,1926,4,2914,Harrison
02-February-2012,422800,1988,3,2913,Franklin
02-February-2012,563200,1922,4,2904,Fadden
02-February-2012,759400,1977,4,2611,Uriarra
02-February-2012,520700,1978,3,2615,Kippax
02-February-2012,450800,1978,3,2905,Bonython
02-February-2012,445700,1969,3,2615,Higgins
02-February-2012,629300,2007,4,2615,Dunlop
02-February-2013,613300,1925,3,2617,Lawson
02-February-2013,831600,1927,0,2605,Garran
02-February-2013,933800,2014,5,2605,Curtin
02-February-2015,564700,1974,3,2614,Jamison Centre
02-February-2015,591000,1916,4,2914,Bonner
02-February-2015,525100,1926,4,2914,Amaroo
02-February-2015,880400,1988,4,2604,Narrabundah
02-February-2015,546000,1996,4,2905,Chisholm
02-February-2015,795800,1977,4,2611,Brindabella
02-February-2015,709000,1988,3,2617,Bruce
02-February-2015,565500,1927,4,2914,Forde
02-January-2008,317100,1977,2,2906,Gordon
02-July-2007,815000,1910,5,2914,Amaroo
02-July-2009,323900,1985,2,2905,Theodore
02-July-2009,376000,1977,3,2607,Mawson
02-July-2010,456700,1926,4,2903,Wanniassa
02-July-2010,432900,1967,3,2615,Melba
02-July-2010,484700,1991,4,2615,Florey
02-July-2010,463900,1977,3,2615,Kippax Centre
02-July-2010,368900,1969,3,2906,Gordon
02-July-2011,685000,1910,4,2904,Fadden
02-July-2012,525700,1926,3,2904,Fadden
02-July-2012,479700,1926,3,2914,Forde
02-July-2012,619700,1906,4,2912,Administrative
02-July-2012,426400,1977,3,2615,Holt
02-July-2012,326800,1977,3,2615,Higgins
02-July-2013,469400,2005,4,2905,Isabella Plains
02-July-2013,427000,1969,3,2615,Latham
02-July-2013,521950,1973,3,2611,Mount Stromlo
02-July-2013,773600,1972,5,2611,Pierces Creek
02-July-2013,391900,1991,3,2905,Isabella Plains
02-July-2013,756500,1995,4,2607,Farrer
02-July-2013,563100,1973,4,2906,Banks
02-July-2013,427800,2006,3,2905,Chisholm
02-July-2013,597900,1992,3,2602,Downer
02-July-2013,386300,1977,3,2905,Chisholm
02-July-2014,603800,1990,4,2913,Nicholls
02-July-2014,424000,1977,3,2615,Kippax
02-July-2014,522700,1975,4,2615,Higgins
02-July-2014,585900,1976,4,2611,Duffy
02-July-2014,623000,1989,4,2913,Franklin
02-July-2014,431500,1992,3,2913,Ginninderra Village
02-July-2014,397900,1967,3,2615,Kippax Centre
02-July-2014,421500,1977,3,2615,Charnwood
02-July-2014,565100,1966,3,2602,Lyneham
02-July-2014,612100,1990,4,2913,Ginninderra Village
02-July-2014,598700,1967,4,2600,Fairbairn Raaf
02-July-2015,565000,2004,4,2904,Macarthur
02-July-2015,721400,1978,4,2902,Kambah
02-July-2015,529500,1968,3,2906,Gordon
02-July-2015,558700,1961,3,2902,Kambah
02-July-2015,736600,1984,3,2602,Downer
02-June-2008,434700,1962,3,2611,Duffy
02-June-2009,597300,1977,4,2906,Gordon
02-June-2010,405800,1985,3,2906,Banks
02-June-2010,593000,1990,3,2602,O'connor
02-June-2010,634000,2002,3,2604,Causeway
02-June-2010,401200,1977,4,2615,Dunlop
02-June-2010,433600,1957,3,2614,Page
02-June-2011,371300,1926,2,2617,Kaleen
02-June-2011,650600,2005,4,2912,Administrative
02-June-2012,547300,1976,4,2611,Brindabella
02-June-2012,456600,1975,3,2905,Calwell
02-June-2012,803500,1974,3,2604,Causeway
02-June-2014,818700,1984,4,2611,Brindabella
02-June-2014,323400,1977,3,2905,Calwell
02-June-2014,435200,1926,4,2902,Kambah
02-June-2014,432700,1992,3,2913,Ginninderra Village
02-June-2014,813400,2004,5,2913,Nicholls
02-June-2014,500000,1991,4,2615,Spence
02-June-2015,540400,1973,4,2611,Uriarra
02-June-2015,543900,1917,4,2902,Kambah
02-June-2015,572300,1985,4,2611,Uriarra Forest
02-March-2009,774500,1990,4,2602,Lyneham
02-March-2009,504300,1976,4,2607,Farrer
02-March-2009,476300,1926,4,2617,Kaleen
02-March-2009,463500,1966,4,2611,Brindabella
02-March-2010,643400,1909,4,2914,Amaroo
02-March-2010,539700,1974,3,2905,Chisholm
02-March-2011,451800,1975,3,2905,Richardson
02-March-2011,438200,1969,3,2906,Gordon
02-March-2011,609100,1968,4,2615,Spence
02-March-2011,466000,1975,3,2614,Aranda
02-March-2012,602400,1939,2,2600,Capital Hill
02-March-2012,363300,1987,3,2905,Chisholm
02-March-2012,1311200,2004,4,2913,Franklin
02-March-2012,617300,1927,4,2914,Amaroo
02-March-2012,601600,1976,4,2615,Spence
02-March-2012,352800,2014,3,2913,Franklin
02-March-2013,534100,1919,3,2617,Mckellar
02-March-2013,569100,1983,3,2607,Isaacs
02-March-2015,480700,1991,4,2615,Florey
02-March-2015,557300,1967,4,2903,Wanniassa
02-March-2015,457200,2006,3,2905,Chisholm
02-March-2015,457000,1925,4,2903,Erindale Centre
02-March-2015,668000,1977,4,2615,Fraser
02-March-2015,488100,1926,4,2904,Macarthur
02-May-2008,783500,1996,4,2602,Dickson
02-May-2008,635300,1977,4,2906,Banks
02-May-2008,325900,1955,2,2906,Gordon
02-May-2011,773600,1988,4,2913,Franklin
02-May-2011,512500,2014,3,2617,Kaleen
02-May-2011,622700,1990,4,2904,Fadden
02-May-2011,574200,1931,3,2617,Giralang
02-May-2011,1109500,1972,4,2603,Manuka
02-May-2012,447500,1926,3,2904,Monash
02-May-2013,573200,1991,4,2615,Macgregor
02-May-2013,476200,1957,3,2614,Macquarie
02-May-2013,607600,1968,3,2611,Brindabella
02-May-2013,604300,1996,3,2617,Lawson
02-May-2013,411900,1989,3,2913,Ginninderra Village
02-May-2013,853900,1977,3,2600,Deakin
02-May-2013,414900,2007,3,2617,Lawson
02-May-2013,453500,1977,3,2615,Flynn
02-May-2014,623000,1906,4,2914,Forde
02-May-2014,468700,1977,3,2615,Florey
02-May-2014,452400,1954,2,2604,Narrabundah
02-May-2014,806900,1973,5,2611,Pierces Creek
02-May-2014,865100,1977,5,2913,Nicholls
02-May-2014,426500,1926,3,2902,Kambah
02-May-2014,632300,1910,4,2914,Amaroo
02-May-2014,763300,1959,5,2611,Stirling
02-May-2014,532000,1977,3,2607,Farrer
02-May-2014,410200,1978,3,2905,Theodore
02-May-2015,1149200,2014,3,2612,Reid
02-May-2015,941000,1969,3,2602,Dickson
02-May-2015,604300,1992,3,2602,Ainslie
02-May-2015,686400,1996,5,2615,Holt
02-May-2015,1119100,1962,4,2603,Manuka
02-May-2015,1022900,1998,5,2602,Watson
02-May-2015,662200,1977,4,2902,Kambah
02-May-2015,419200,1994,3,2905,Gilmore
02-May-2015,527600,1957,3,2611,Pierces Creek
02-May-2015,426500,1976,3,2615,Latham
02-May-2015,1105200,1984,3,2602,Watson
02-May-2015,665800,1977,4,2615,Kippax
02-November-2007,606800,1990,4,2607,Isaacs
02-November-2007,345000,1985,3,2913,Ngunnawal
02-November-2009,576200,2001,4,2905,Theodore
02-November-2009,712900,1977,4,2611,Brindabella
02-November-2009,417800,1990,3,2905,Richardson
02-November-2009,702500,1996,4,2913,Palmerston
02-November-2009,1409000,1977,5,2600,Yarralumla
02-November-2009,634600,1976,4,2611,Brindabella
02-November-2009,395900,1926,3,2904,Fadden
