datesold,price,building_year,bedrooms,postcode,area
17-October-2013,560200,1999,4,2615,Kippax Centre
17-October-2014,2051800,2014,5,2603,Manuka
17-October-2014,482600,1977,4,2902,Kambah
17-October-2014,543100,1916,4,2904,Fadden
17-October-2014,489150,1957,3,2611,Rivett
17-October-2014,388700,2002,3,2913,Franklin
17-October-2014,783400,1973,5,2913,Ngunnawal
17-October-2014,672600,1906,4,2914,Amaroo
17-October-2014,624900,1960,5,2614,Jamison Centre
17-October-2015,699500,1996,4,2913,Palmerston
17-October-2015,698900,1978,3,2615,Flynn
17-October-2015,810000,2004,5,2913,Ngunnawal
17-October-2015,755700,1973,5,2617,Kaleen
17-October-2015,1261900,1925,4,2605,Curtin
17-October-2015,833900,1977,4,2614,Weetangera
17-October-2015,1280500,1988,3,2600,Duntroon
17-October-2015,485500,1961,3,2615,Kippax
17-October-2015,998200,1938,4,2605,Curtin
17-October-2015,1530600,2014,5,2606,Woden
17-October-2015,1165400,1939,5,2617,Belconnen
17-September-2008,348200,1969,3,2615,Latham
17-September-2008,413400,1957,3,2614,Scullin
17-September-2008,411700,1926,4,2903,Wanniassa
17-September-2008,716300,1967,5,2614,Aranda
17-September-2008,725600,1963,3,2600,Duntroon
17-September-2009,460400,1991,4,2615,Kippax
17-September-2009,503650,1976,3,2607,Torrens
17-September-2010,750000,2007,5,2913,Palmerston
17-September-2010,408700,1926,3,2617,Mckellar
17-September-2010,483800,2012,4,2905,Chisholm
17-September-2012,574300,1962,4,2903,Erindale Centre
17-September-2012,463300,1994,3,2904,Gowrie
17-September-2012,663000,1912,4,2914,Harrison
17-September-2012,533000,1916,4,2617,Belconnen Dc
17-September-2012,393800,1976,3,2905,Isabella Plains
17-September-2012,418900,1976,3,2906,Conder
17-September-2013,375300,1983,3,2615,Dunlop
17-September-2013,674300,1996,4,2602,Watson
17-September-2013,549700,1988,4,2914,Bonner
17-September-2013,407500,1995,3,2905,Calwell
17-September-2014,864400,1990,4,2602,Downer
17-September-2014,477000,1991,4,2615,Florey
17-September-2014,422700,1976,3,2615,Holt
17-September-2014,734300,1994,3,2602,Dickson
17-September-2014,672300,1986,4,2913,Franklin
17-September-2015,701600,1984,5,2913,Nicholls
17-September-2015,574300,1976,4,2611,Weston Creek
17-September-2015,912400,1973,3,2604,Narrabundah
17-September-2015,487200,1989,3,2905,Chisholm
17-September-2015,643600,1968,5,2611,Rivett
17-September-2015,424200,1967,3,2615,Kippax
17-September-2015,472800,1988,3,2615,Higgins
17-September-2015,526100,2012,4,2905,Gilmore
17-September-2015,503000,1915,3,2914,Harrison
18-April-2008,456100,1977,3,2602,Lyneham
18-April-2009,563700,1922,4,2617,Evatt
18-April-2011,404700,1940,3,2914,Bonner
18-April-2011,483800,1918,3,2903,Wanniassa
18-April-2011,397200,2005,3,2913,Nicholls
18-April-2011,620300,2014,5,2615,Dunlop
18-April-2011,536300,1958,4,2904,Macarthur
18-April-2011,496000,1943,4,2903,Wanniassa
18-April-2012,517200,2007,3,2914,Amaroo
18-April-2013,453300,2005,3,2617,Giralang
18-April-2013,778400,1969,3,2602,Lyneham
18-April-2013,688600,1928,4,2904,Fadden
18-April-2013,692300,1926,4,2605,Hughes
18-April-2013,509700,1991,4,2903,Oxley
18-April-2013,270500,1901,2,2614,Aranda
18-April-2013,368100,1926,2,2611,Fisher
18-April-2014,720100,1995,3,2614,Macquarie
18-April-2015,542600,1999,4,2902,Kambah
18-April-2015,680000,1994,3,2606,Chifley
18-April-2015,749400,1976,4,2614,Page
18-April-2015,594700,1954,4,2903,Oxley
18-April-2015,430800,1976,3,2615,Higgins
18-April-2015,734600,1994,3,2602,Hackett
18-April-2015,574500,1989,4,2904,Gowrie
18-April-2015,603200,1977,4,2913,Nicholls
18-April-2015,447500,2013,4,2905,Chisholm
18-April-2015,863100,1964,4,2614,Hawker
18-April-2015,541600,1973,3,2611,Holder
18-April-2015,895600,1925,5,2914,Amaroo
18-August-2008,271900,1937,2,2615,Higgins
18-August-2009,360000,1969,3,2615,Fraser
18-August-2010,373600,1977,3,2906,Banks
18-August-2010,484600,1943,4,2902,Kambah
18-August-2010,536600,2014,5,2905,Chisholm
18-August-2011,593100,1926,3,2612,Reid
18-August-2011,511600,1988,3,2611,Weston Creek
18-August-2011,517400,2001,3,2914,Forde
18-August-2011,647000,1988,3,2614,Page
18-August-2012,871700,2003,5,2607,Torrens
18-August-2012,626000,1989,3,2606,Swinger Hill
18-August-2012,613100,1922,4,2904,Fadden
18-August-2014,349900,1950,2,2615,Holt
18-August-2014,549600,1927,4,2914,Amaroo
18-August-2014,529100,1975,4,2615,Holt
18-August-2014,479900,1917,4,2902,Kambah
18-August-2014,499400,1997,4,2615,Holt
18-August-2015,701300,1919,4,2914,Bonner
18-August-2015,871300,1986,5,2604,Kingston
18-August-2015,890900,1990,5,2911,Mitchell
18-August-2015,426900,1919,3,2914,Forde
18-August-2015,470900,1977,3,2615,Spence
18-August-2015,313300,2007,2,2913,Ngunnawal
18-December-2008,404300,1947,3,2903,Erindale Centre
18-December-2008,440600,1967,4,2615,Higgins
18-December-2008,414700,1926,4,2902,Kambah
18-December-2009,947100,1976,3,2603,Forrest
18-December-2009,812200,1990,4,2602,Downer
18-December-2009,662900,1987,4,2602,Ainslie
18-December-2009,448300,1991,4,2615,Fraser
18-December-2010,480100,1975,3,2614,Hawker
18-December-2010,747800,1964,3,2604,Narrabundah
18-December-2012,548800,1926,4,2914,Amaroo
18-December-2012,642200,1964,5,2615,Latham
18-December-2012,533600,2000,4,2615,Melba
18-December-2012,770500,1997,3,2607,Farrer
18-December-2012,1067900,2006,4,2913,Ginninderra Village
18-December-2012,684100,1925,5,2617,Giralang
18-December-2013,450300,2004,3,2904,Fadden
18-December-2013,457000,1941,3,2902,Kambah
18-December-2013,578100,2008,3,2914,Forde
18-December-2013,531800,1976,3,2602,Hackett
18-December-2013,812300,2000,4,2602,Ainslie
18-December-2013,430400,1988,3,2913,Ngunnawal
18-December-2013,438800,1926,3,2617,Bruce
18-December-2013,829000,1931,3,2612,Turner
18-December-2013,848800,1983,4,2911,Mitchell
18-December-2013,377500,1977,3,2615,Kippax
18-December-2013,601500,1990,3,2602,Watson
18-December-2013,427100,1947,2,2611,Holder
18-December-2013,907600,2006,4,2602,Hackett
18-December-2013,514400,1988,4,2913,Nicholls
18-December-2014,571100,1926,4,2914,Forde
18-December-2014,562800,1997,4,2905,Gilmore
18-December-2014,780000,1959,4,2605,Hughes
18-December-2014,538200,1977,4,2906,Banks
18-December-2014,643900,2004,4,2606,Lyons
18-December-2014,448400,1977,3,2905,Richardson
18-December-2014,619800,1967,4,2904,Fadden
18-December-2014,417300,1929,3,2903,Wanniassa
18-December-2015,969300,2002,4,2606,Phillip
18-December-2015,1269100,1966,3,2603,Griffith
18-December-2015,527600,1941,4,2902,Kambah
18-December-2015,572100,1927,4,2914,Amaroo
18-December-2015,659500,2006,4,2913,Ginninderra Village
18-December-2015,406000,1978,3,2615,Melba
18-December-2015,511700,1990,3,2905,Calwell
18-December-2015,552300,1959,2,2604,Narrabundah
18-December-2015,575600,1985,4,2611,Holder
18-December-2015,825300,1998,4,2911,Crace
18-December-2015,596900,1976,2,2602,O'connor
18-February-2009,514100,1976,3,2602,Downer
18-February-2009,514200,1979,4,2602,Hackett
18-February-2010,700800,1996,5,2602,Dickson
18-February-2010,579300,1989,4,2906,Banks
18-February-2010,539300,1980,4,2914,Forde
18-February-2010,546500,1987,3,2617,Belconnen Dc
18-February-2011,426400,1976,3,2615,Flynn
18-February-2011,444600,2007,3,2912,Administrative
18-February-2011,754900,2004,5,2913,Nicholls
18-February-2011,1137200,1976,3,2603,Griffith
18-February-2011,521700,1992,3,2914,Bonner
18-February-2011,356800,1962,3,2615,Kippax
18-February-2011,458800,1994,3,2903,Wanniassa
18-February-2011,440000,1937,3,2903,Oxley
18-February-2012,442000,2003,3,2903,Erindale Centre
18-February-2012,589000,1978,3,2602,Lyneham
18-February-2012,1003500,1925,4,2605,Curtin
18-February-2013,532100,2005,4,2904,Gowrie
18-February-2013,463900,1969,3,2615,Florey
18-February-2013,604300,1990,4,2602,Dickson
18-February-2013,492650,1991,3,2906,Conder
18-February-2013,448600,1977,3,2903,Wanniassa
18-February-2013,447000,1973,3,2902,Kambah
18-February-2014,443100,1926,4,2902,Kambah
18-February-2014,455100,2014,3,2904,Fadden
18-February-2014,589900,1962,4,2902,Kambah
18-February-2014,435700,1977,3,2905,Theodore
18-February-2014,625200,1977,4,2906,Conder
18-February-2014,552800,1927,4,2914,Bonner
18-February-2014,525600,1973,3,2611,Brindabella
18-February-2014,448900,1969,3,2906,Gordon
18-February-2014,890900,2014,4,2914,Forde
18-February-2015,660300,1987,3,2614,Weetangera
18-February-2015,490700,1976,3,2911,Crace
18-February-2015,746800,1926,4,2605,Curtin
18-February-2015,712800,1968,3,2614,Hawker
18-February-2015,557900,1924,3,2617,Giralang
18-February-2015,588700,2003,3,2913,Ginninderra Village
18-February-2015,563200,1927,3,2617,Giralang
18-February-2015,1149100,1926,5,2605,Curtin
18-February-2015,444000,2001,3,2905,Isabella Plains
18-January-2008,588500,2001,4,2602,Dickson
18-January-2010,586700,1925,4,2617,Mckellar
18-January-2011,399000,1929,3,2902,Kambah
18-January-2011,462800,1925,3,2902,Kambah
18-January-2011,2065600,1975,5,2603,Manuka
18-January-2012,528900,1978,4,2615,Holt
18-January-2012,413900,1956,3,2614,Hawker
18-January-2012,427100,1996,3,2913,Palmerston
18-January-2012,647100,1964,5,2615,Flynn
18-January-2013,634200,2003,4,2913,Ginninderra Village
18-January-2013,536600,1977,3,2607,Farrer
18-January-2013,448750,1916,3,2903,Erindale Centre
18-January-2013,463500,1990,3,2905,Bonython
18-January-2013,882700,1981,4,2904,Macarthur
18-January-2013,651100,1906,3,2605,Hughes
18-January-2013,445677,1969,3,2615,Latham
18-July-2007,583800,1978,3,2602,Dickson
18-July-2008,718600,1954,3,2614,Macquarie
18-July-2008,1290200,1997,4,2602,Hackett
18-July-2009,694800,1998,4,2602,Dickson
18-July-2009,465900,1977,4,2615,Melba
18-July-2012,598000,1992,3,2602,Watson
18-July-2012,708200,1977,4,2611,Rivett
18-July-2012,802800,1967,4,2611,Chapman
18-July-2013,855700,1990,5,2614,Macquarie
18-July-2013,515650,1987,4,2913,Franklin
18-July-2013,623200,1977,0,2602,Hackett
18-July-2014,573200,2011,5,2617,Bruce
18-July-2014,499300,1958,4,2611,Holder
18-July-2014,735500,1994,4,2911,Crace
18-July-2014,355800,1975,3,2905,Chisholm
18-July-2014,922200,2014,5,2602,Watson
18-July-2014,891588,1990,5,2607,Farrer
18-July-2014,360550,1987,3,2906,Banks
18-July-2014,656300,1922,4,2904,Gowrie
18-July-2014,601400,1989,4,2602,Ainslie
18-July-2015,399300,2007,3,2914,Harrison
18-July-2015,749500,1960,3,2604,Causeway
18-July-2015,866800,1990,4,2602,Lyneham
18-July-2015,527900,1975,4,2615,Macgregor
18-July-2015,517300,1973,3,2614,Weetangera
18-July-2015,527600,1991,4,2615,Macgregor
18-July-2015,704500,1966,4,2615,Higgins
18-July-2015,673200,2003,4,2913,Ginninderra Village
18-July-2015,627400,1992,3,2602,Lyneham
18-July-2015,748700,1994,3,2602,Watson
18-July-2015,790100,2014,5,2615,Dunlop
18-July-2015,627900,1978,3,2614,Weetangera
18-July-2015,812000,1986,3,2602,Dickson
18-July-2015,770200,2000,3,2602,Downer
18-June-2008,366400,1962,4,2615,Fraser
18-June-2009,455000,1959,3,2614,Macquarie
18-June-2009,391000,1978,3,2906,Conder
18-June-2009,441600,1926,4,2902,Kambah
18-June-2009,905400,1928,4,2914,Bonner
18-June-2010,622350,1966,4,2611,Brindabella
18-June-2010,923900,1928,4,2605,Curtin
18-June-2010,496100,1954,4,2617,Belconnen Dc
18-June-2010,375400,1947,2,2600,Barton
18-June-2010,316700,1908,1,2914,Amaroo
18-June-2011,449300,1961,3,2615,Melba
18-June-2011,651100,1906,3,2605,Hughes
18-June-2011,628300,1946,4,2605,Garran
18-June-2012,522500,1973,3,2902,Kambah
18-June-2012,381700,1977,3,2615,Fraser
18-June-2012,618500,1906,4,2617,Bruce
18-June-2012,506100,1987,4,2913,Palmerston
18-June-2012,388900,1966,3,2614,Cook
18-June-2012,444000,1995,3,2906,Banks
18-June-2012,474700,1966,5,2615,Charnwood
18-June-2012,1504200,2008,5,2602,Hackett
18-June-2012,587500,1976,4,2903,Oxley
18-June-2013,587000,1988,3,2617,Belconnen Dc
18-June-2013,538900,1990,4,2615,Holt
18-June-2013,415200,1973,3,2615,Melba
18-June-2013,359400,1977,3,2906,Banks
18-June-2013,789000,1984,3,2602,Ainslie
18-June-2013,490600,1968,3,2611,Weston
18-June-2013,559200,1910,3,2612,Reid
18-June-2014,390700,2007,2,2611,Uriarra Forest
18-June-2014,642650,2005,4,2913,Ngunnawal
18-June-2014,393000,1994,3,2905,Gilmore
18-June-2014,556357,1927,4,2914,Forde
18-June-2014,534600,1996,4,2905,Richardson
18-June-2014,667100,1992,3,2602,O'connor
18-June-2014,636100,1974,2,2602,Hackett
18-June-2015,930400,2006,4,2607,Mawson
18-June-2015,412300,1976,3,2615,Melba
18-June-2015,411700,1985,2,2615,Charnwood
18-March-2009,471400,1991,4,2615,Flynn
18-March-2009,676500,1974,4,2611,Rivett
18-March-2009,499300,1984,3,2602,Ainslie
18-March-2009,645100,1978,4,2611,Uriarra
18-March-2009,390400,2001,3,2905,Calwell
18-March-2009,368100,2003,3,2904,Fadden
18-March-2010,505300,1969,4,2906,Gordon
18-March-2010,431700,1947,3,2902,Kambah
18-March-2011,631000,1998,4,2602,Lyneham
18-March-2011,458500,1984,3,2913,Ngunnawal
18-March-2011,794200,1996,4,2607,Mawson
18-March-2011,495500,1978,3,2615,Flynn
18-March-2013,405900,1983,3,2905,Gilmore
18-March-2013,521600,1993,4,2905,Calwell
18-March-2013,553100,2006,4,2615,Kippax Centre
18-March-2013,756900,1931,3,2612,Braddon
18-March-2013,525600,1954,4,2902,Kambah
18-March-2014,500500,1977,3,2903,Erindale Centre
18-March-2014,439300,1969,4,2615,Flynn
18-March-2014,354600,1977,3,2905,Calwell
18-March-2014,557200,1925,4,2904,Monash
18-March-2014,630300,1910,4,2904,Fadden
18-March-2015,641900,2004,4,2906,Gordon
18-March-2015,759000,1979,5,2906,Gordon
18-March-2015,894550,1929,4,2612,Campbell
18-March-2015,1063600,1980,3,2603,Forrest
18-March-2015,495700,1975,3,2614,Scullin
18-March-2015,778000,1984,3,2602,Watson
18-March-2015,650200,1996,4,2906,Banks
18-March-2015,1136200,2005,4,2911,Mitchell
18-March-2015,1055000,1953,3,2603,Red Hill
18-March-2015,855500,1906,4,2612,Braddon
18-March-2015,419200,1976,3,2615,Latham
18-March-2015,708200,1990,3,2602,Downer
18-May-2009,540300,1957,3,2602,Watson
18-May-2009,377200,1972,3,2906,Conder
18-May-2010,512500,1977,3,2607,Farrer
18-May-2010,597100,1925,3,2617,Evatt
18-May-2010,525800,1979,4,2615,Fraser
18-May-2010,597500,1976,4,2611,Uriarra Forest
18-May-2010,715600,1999,4,2905,Richardson
18-May-2010,601000,2014,4,2615,Dunlop
18-May-2011,544400,1916,4,2904,Fadden
18-May-2012,762900,1988,5,2913,Ginninderra Village
18-May-2012,533600,1925,4,2904,Fadden
18-May-2012,420800,1990,3,2905,Calwell
18-May-2012,481400,1980,3,2905,Theodore
18-May-2013,619200,1939,4,2906,Banks
18-May-2013,624100,2003,4,2913,Franklin
18-May-2013,442000,1988,3,2913,Ngunnawal
18-May-2013,527800,1957,3,2611,Duffy
18-May-2015,478800,1961,3,2903,Oxley
18-May-2015,398400,1959,3,2614,Macquarie
18-May-2015,669300,1948,4,2904,Macarthur
18-May-2015,439300,1994,3,2905,Isabella Plains
18-May-2015,736700,1994,4,2602,Ainslie
18-May-2015,618100,2006,4,2905,Calwell
18-May-2015,633386,1992,3,2602,Hackett
18-May-2015,488300,1977,4,2902,Kambah
18-May-2015,659500,1987,4,2611,Pierces Creek
18-May-2015,473700,1976,3,2906,Banks
18-November-2008,438600,1968,4,2611,Pierces Creek
18-November-2008,962800,1939,3,2600,Harman
18-November-2009,437100,1925,3,2617,Belconnen Dc
18-November-2009,552100,1966,4,2611,Weston
18-November-2009,688900,1939,4,2614,Weetangera
18-November-2009,785100,2000,5,2602,O'connor
18-November-2009,625400,1994,4,2602,Hackett
18-November-2009,786700,2001,5,2905,Bonython
18-November-2010,406300,1976,3,2905,Isabella Plains
18-November-2011,466200,1977,3,2615,Holt
18-November-2011,434000,2001,3,2905,Chisholm
18-November-2011,442100,1992,3,2617,Belconnen
18-November-2011,419900,2004,3,2913,Nicholls
18-November-2011,472000,1977,4,2615,Spence
18-November-2011,468800,1989,3,2913,Franklin
18-November-2013,530300,1987,4,2913,Ngunnawal
18-November-2013,410200,1976,3,2615,Kippax Centre
18-November-2013,620000,1998,4,2905,Gilmore
18-November-2013,547700,1975,5,2905,Bonython
18-November-2013,531500,1992,3,2914,Amaroo
18-November-2013,616700,2006,4,2905,Richardson
18-November-2013,443500,1991,4,2615,Florey
18-November-2013,371100,1977,3,2905,Gilmore
18-November-2013,859900,1995,4,2614,Aranda
18-November-2013,563100,1976,3,2911,Mitchell
18-November-2013,371900,1970,2,2615,Macgregor
18-November-2013,767400,1977,3,2600,Barton
18-November-2014,595100,1925,4,2904,Fadden
18-November-2014,518550,1992,3,2617,Evatt
18-November-2014,732700,1994,4,2902,Kambah
18-November-2014,745400,2014,4,2902,Kambah
18-November-2014,475200,2005,4,2904,Fadden
18-November-2014,491850,1993,3,2913,Ngunnawal
18-November-2014,633700,1934,2,2601,City
18-November-2014,605900,1962,4,2611,Pierces Creek
18-November-2015,551900,1958,4,2611,Uriarra
18-November-2015,428900,1958,4,2614,Aranda
18-November-2015,633000,1976,4,2615,Higgins
18-November-2015,471900,1976,4,2615,Macgregor
18-November-2015,730600,2014,5,2906,Gordon
18-November-2015,714700,1994,3,2602,Dickson
18-November-2015,688900,1994,3,2602,O'connor
18-November-2015,503800,1990,3,2905,Chisholm
18-November-2015,646100,2014,4,2615,Spence
18-November-2015,515800,2014,3,2617,Mckellar
18-October-2008,328700,1942,2,2604,Kingston
18-October-2010,577100,1996,4,2905,Chisholm
18-October-2010,613700,1928,4,2914,Amaroo
18-October-2010,674950,1939,4,2914,Harrison
18-October-2011,465300,1989,3,2905,Theodore
18-October-2011,445200,1984,3,2905,Gilmore
18-October-2011,424400,1994,3,2905,Chisholm
18-October-2011,920400,2003,4,2602,Dickson
18-October-2011,418700,1977,4,2906,Banks
18-October-2012,787500,1927,4,2605,Garran
18-October-2012,675900,1994,2,2602,Downer
18-October-2012,403200,1976,3,2615,Kippax Centre
18-October-2013,584200,1928,4,2912,Administrative
18-October-2013,542300,1919,4,2914,Bonner
18-October-2013,517400,1926,4,2914,Bonner
18-October-2014,693400,1973,4,2607,Torrens
18-October-2014,624500,1953,4,2914,Bonner
18-October-2014,420100,1929,3,2902,Kambah
18-October-2014,873500,1990,4,2607,Pearce
18-October-2014,1492300,2005,4,2603,Griffith
18-October-2014,920400,2001,4,2905,Bonython
18-October-2014,877100,1966,3,2600,Russell
18-October-2015,524000,1988,3,2913,Nicholls
18-September-2007,453200,1977,3,2602,Dickson
18-September-2008,883300,1990,3,2607,Torrens
18-September-2008,319100,1986,3,2913,Nicholls
18-September-2008,459400,1943,4,2902,Kambah
18-September-2009,528200,1961,4,2611,Fisher
18-September-2009,459850,2003,4,2615,Higgins
18-September-2009,638700,1978,3,2615,Macgregor
18-September-2009,563100,1978,4,2900,Tuggeranong
18-September-2010,788800,1998,5,2607,Isaacs
18-September-2010,449000,1977,3,2615,Spence
18-September-2010,904900,2001,5,2904,Monash
18-September-2012,570000,1993,4,2905,Chisholm
18-September-2012,397000,2008,2,2913,Franklin
18-September-2012,339500,1972,3,2615,Fraser
18-September-2013,773300,1986,3,2602,Dickson
18-September-2013,702700,1939,4,2611,Uriarra Forest
18-September-2013,437300,1989,3,2913,Ginninderra Village
18-September-2013,466000,1987,3,2615,Higgins
18-September-2013,499000,1927,3,2617,Lawson
18-September-2013,430600,1973,4,2615,Kippax
18-September-2013,356600,1969,3,2615,Higgins
18-September-2013,562900,1977,3,2607,Isaacs
18-September-2013,539000,1979,3,2615,Higgins
18-September-2014,380200,2003,3,2913,Ginninderra Village
18-September-2014,565500,1959,3,2611,Holder
18-September-2014,1357600,1963,5,2600,Russell Hill
18-September-2014,509600,1996,4,2913,Ginninderra Village
18-September-2014,602100,1928,4,2914,Forde
18-September-2014,791400,1998,4,2606,Phillip
18-September-2014,420700,1976,3,2615,Dunlop
18-September-2014,495900,1999,3,2617,Giralang
18-September-2014,537800,1976,3,2602,Hackett
18-September-2014,797700,2012,4,2602,Watson
18-September-2015,777900,1996,4,2913,Nicholls
18-September-2015,512200,1968,3,2614,Weetangera
18-September-2015,805700,1937,4,2902,Kambah
18-September-2015,586600,1978,3,2604,Narrabundah
18-September-2015,600300,1965,5,2615,Kippax
18-September-2015,728600,1974,3,2611,Mount Stromlo
18-September-2015,675600,1939,4,2615,Dunlop
18-September-2015,401900,2003,3,2617,Mckellar
19-April-2010,1114500,1905,4,2612,Turner
19-April-2010,429900,1947,3,2902,Kambah
19-April-2010,683900,1978,3,2614,Cook
19-April-2010,518400,1977,4,2906,Gordon
19-April-2010,512500,1991,4,2905,Theodore
19-April-2010,398100,1987,2,2615,Macgregor
19-April-2011,443500,1976,3,2905,Gilmore
19-April-2011,567600,1966,5,2902,Kambah
19-April-2011,474000,1959,3,2611,Brindabella
19-April-2011,1143300,1926,4,2605,Garran
19-April-2012,486100,1900,3,2914,Amaroo
19-April-2012,423900,1973,3,2615,Latham
19-April-2012,537150,2007,3,2914,Amaroo
19-April-2012,661400,1948,4,2617,Lawson
19-April-2012,374200,1988,3,2906,Gordon
19-April-2012,404000,1994,3,2905,Theodore
19-April-2013,401000,1987,3,2913,Nicholls
19-April-2013,765000,1953,3,2603,Manuka
19-April-2013,733800,1988,4,2913,Franklin
19-April-2013,710400,1988,4,2913,Ngunnawal
19-April-2013,608900,1990,4,2602,Hackett
19-April-2013,428600,1966,3,2611,Mount Stromlo
19-August-2008,372000,1978,3,2905,Isabella Plains
19-August-2008,332600,1967,3,2615,Fraser
19-August-2009,303200,1932,2,2906,Gordon
19-August-2009,650100,1974,3,2604,Causeway
19-August-2009,489800,1980,3,2602,O'connor
19-August-2009,524900,1925,4,2617,Giralang
19-August-2009,553200,1999,4,2602,Hackett
19-August-2009,424900,1955,3,2903,Wanniassa
19-August-2009,466800,1977,3,2602,Watson
19-August-2009,616600,1992,3,2602,Watson
19-August-2010,479100,1957,3,2614,Jamison Centre
19-August-2010,598900,1926,3,2605,Hughes
19-August-2010,353100,2005,2,2913,Ngunnawal
19-August-2010,499000,1973,3,2611,Holder
19-August-2011,632950,1925,4,2914,Harrison
19-August-2011,590800,1966,3,2614,Cook
19-August-2011,490300,2003,4,2905,Bonython
19-August-2013,506400,1978,4,2615,Higgins
19-August-2013,479000,1977,4,2615,Melba
19-August-2013,582200,1966,4,2611,Stirling
19-August-2013,528200,1935,4,2615,Spence
19-August-2013,399500,2005,3,2913,Ngunnawal
19-August-2013,561100,2003,4,2905,Chisholm
19-August-2013,462600,1976,3,2615,Melba
19-August-2014,426800,1973,3,2615,Kippax Centre
19-August-2014,499000,2005,4,2913,Nicholls
19-August-2014,398200,1925,3,2902,Kambah
19-August-2014,607500,1926,3,2612,Braddon
19-August-2014,859400,1990,3,2602,Watson
19-August-2014,567400,2003,3,2913,Franklin
19-August-2014,473500,1980,3,2905,Chisholm
19-August-2014,338600,1984,2,2615,Charnwood
19-August-2014,711800,1966,4,2914,Bonner
19-August-2014,471700,1991,4,2906,Gordon
19-August-2015,749260,1994,3,2602,Hackett
19-August-2015,675800,2014,4,2904,Monash
19-August-2015,375200,2005,3,2913,Franklin
19-August-2015,490300,1974,3,2905,Theodore
19-August-2015,522200,1988,4,2913,Nicholls
19-August-2015,613200,1918,5,2914,Forde
19-August-2015,652900,1995,3,2602,Downer
19-August-2015,467600,1992,3,2913,Nicholls
19-August-2015,453700,1985,3,2615,Latham
19-August-2015,614700,1922,4,2617,Bruce
19-August-2015,382700,2003,3,2914,Bonner
19-December-2007,657700,1984,3,2602,Dickson
19-December-2008,710400,1920,3,2612,Campbell
19-December-2008,386800,1972,3,2615,Higgins
19-December-2008,506700,1955,5,2611,Mount Stromlo
19-December-2008,407450,1947,3,2902,Kambah
19-December-2008,454900,1957,3,2611,Uriarra
19-December-2008,470000,2000,4,2905,Calwell
19-December-2008,552600,1990,4,2615,Holt
19-December-2008,354900,1978,3,2905,Calwell
19-December-2008,511500,1976,4,2607,Isaacs
19-December-2008,347450,1968,3,2905,Gilmore
19-December-2010,713300,1994,3,2602,Hackett
19-December-2011,621900,1961,4,2611,Weston
19-December-2011,853200,1991,4,2607,Farrer
19-December-2012,607100,1966,4,2906,Banks
19-December-2012,393700,2003,3,2615,Kippax
19-December-2012,525000,1997,4,2905,Richardson
19-December-2012,622700,1996,4,2615,Kippax
19-December-2012,726000,2014,5,2913,Palmerston
19-December-2012,399400,1976,3,2906,Gordon
19-December-2012,389800,2003,3,2913,Ginninderra Village
19-December-2012,567200,1989,4,2913,Ginninderra Village
19-December-2013,562000,1976,3,2607,Isaacs
19-December-2013,682300,1992,3,2602,Lyneham
19-December-2013,719200,2006,5,2906,Gordon
19-December-2014,492500,2004,4,2905,Richardson
19-December-2014,719700,1906,3,2605,Hughes
19-December-2014,566900,1976,4,2611,Uriarra Forest
19-December-2014,559600,1991,4,2615,Holt
19-December-2014,453000,1957,3,2611,Holder
19-December-2014,682500,1976,4,2611,Weston Creek
19-December-2014,321200,2003,3,2914,Harrison
19-December-2014,700600,1927,4,2914,Bonner
19-December-2014,853800,1910,4,2605,Hughes
19-December-2014,597200,2000,4,2602,Hackett
19-December-2014,732150,1993,4,2911,Crace
19-December-2014,411000,1976,3,2906,Banks
19-December-2014,718300,1996,4,2615,Kippax
19-December-2014,667200,1990,4,2913,Nicholls
19-December-2015,535200,1978,4,2615,Flynn
19-December-2015,659500,2006,4,2615,Latham
19-December-2015,918300,1990,3,2602,O'connor
19-December-2015,726500,1977,4,2614,Macquarie
19-December-2015,477500,2003,4,2905,Chisholm
19-December-2015,807700,1983,4,2913,Palmerston
19-February-2008,448100,1991,4,2615,Kippax
19-February-2009,400500,1925,4,2904,Gowrie
19-February-2009,616900,1967,3,2604,Causeway
19-February-2009,365200,2003,3,2904,Monash
19-February-2009,554700,1922,4,2617,Evatt
19-February-2010,663400,1994,3,2602,Ainslie
19-February-2010,749500,2014,5,2914,Amaroo
19-February-2010,673800,2014,4,2913,Palmerston
19-February-2010,758200,2000,3,2602,Watson
19-February-2010,498400,1966,4,2611,Holder
19-February-2011,422800,2008,3,2902,Kambah
19-February-2011,976000,1989,5,2913,Nicholls
19-February-2011,511300,1925,4,2904,Macarthur
19-February-2011,658900,1991,4,2906,Conder
19-February-2011,875900,1990,5,2603,Griffith
19-February-2011,595900,1956,3,2604,Narrabundah
19-February-2011,980800,1977,3,2600,Russell
19-February-2011,539800,1922,3,2904,Monash
19-February-2013,434800,1976,3,2905,Isabella Plains
19-February-2013,444300,2007,3,2914,Harrison
19-February-2014,530500,1999,4,2902,Kambah
19-February-2014,174500,1950,2,2609,Fyshwick
19-February-2014,619700,1906,4,2912,Administrative
19-February-2014,399400,1969,3,2615,Dunlop
19-February-2014,479500,1997,4,2615,Flynn
19-February-2014,435900,1976,3,2615,Latham
19-February-2014,502400,1910,4,2914,Harrison
19-February-2015,686150,1927,4,2914,Bonner
19-February-2015,419500,1994,3,2905,Richardson
19-February-2015,614800,1992,3,2602,O'connor
