datesold,price,building_year,bedrooms,postcode,area
10-February-2015,419900,2006,3,2903,Oxley
10-February-2015,999000,1938,4,2605,Garran
10-January-2009,597300,1986,4,2913,Franklin
10-January-2011,456800,1978,3,2905,Richardson
10-January-2011,497000,1926,4,2617,Mckellar
10-January-2011,482800,2014,4,2905,Calwell
10-January-2011,832800,1909,4,2914,Harrison
10-January-2012,579600,1966,4,2615,Kippax Centre
10-January-2012,398000,1976,3,2905,Chisholm
10-January-2013,618500,2014,4,2906,Gordon
10-January-2013,372000,1954,3,2903,Oxley
10-January-2013,589800,2006,5,2905,Richardson
10-January-2014,773800,1923,4,2914,Harrison
10-July-2008,406700,1975,3,2906,Banks
10-July-2008,853300,1963,2,2603,Griffith
10-July-2009,382600,1975,3,2615,Spence
10-July-2009,354600,1967,3,2615,Fraser
10-July-2009,479800,1988,4,2913,Franklin
10-July-2010,636500,1990,3,2602,Hackett
10-July-2010,473000,1943,4,2903,Erindale Centre
10-July-2010,672100,1989,4,2611,Uriarra Forest
10-July-2012,560100,1954,4,2611,Holder
10-July-2013,505000,1978,4,2615,Dunlop
10-July-2013,379600,1969,3,2906,Banks
10-July-2013,621900,1992,3,2602,Downer
10-July-2013,541600,1977,4,2902,Kambah
10-July-2013,501400,1954,3,2905,Theodore
10-July-2014,374700,1967,3,2906,Banks
10-July-2014,496800,2005,4,2905,Theodore
10-July-2014,531200,1966,4,2906,Banks
10-July-2014,397000,2003,3,2914,Harrison
10-July-2014,429100,1987,3,2913,Nicholls
10-July-2014,450500,1957,3,2614,Macquarie
10-July-2015,940000,1973,5,2611,Waramanga
10-July-2015,446600,1977,3,2905,Richardson
10-July-2015,795715,1981,3,2602,Ainslie
10-July-2015,1005585,1996,4,2602,Ainslie
10-June-2008,717600,1977,4,2617,Belconnen Dc
10-June-2008,497000,1977,3,2602,Downer
10-June-2009,370700,1976,3,2617,Bruce
10-June-2009,405000,1968,3,2905,Chisholm
10-June-2010,424100,1975,3,2906,Gordon
10-June-2010,597000,1911,5,2914,Amaroo
10-June-2010,403300,1996,3,2913,Palmerston
10-June-2011,478100,2000,4,2905,Calwell
10-June-2011,464200,1969,4,2615,Dunlop
10-June-2011,586500,1992,3,2606,Woden
10-June-2013,317300,1986,2,2611,Uriarra Forest
10-June-2014,512300,1975,4,2906,Conder
10-June-2014,406800,2003,3,2913,Franklin
10-June-2014,536100,1926,4,2914,Harrison
10-June-2014,422400,1976,3,2905,Chisholm
10-June-2014,476700,1957,3,2614,Page
10-June-2014,562300,1966,5,2614,Cook
10-June-2014,384300,1987,3,2905,Gilmore
10-June-2015,666400,1988,4,2914,Amaroo
10-June-2015,443300,1992,3,2913,Ngunnawal
10-June-2015,685500,1925,5,2914,Amaroo
10-June-2015,386550,1976,3,2906,Conder
10-June-2015,489300,1978,3,2903,Oxley
10-March-2009,647600,1994,4,2614,Cook
10-March-2009,429100,2005,4,2905,Theodore
10-March-2009,493400,1926,4,2904,Monash
10-March-2009,445800,1976,3,2607,Torrens
10-March-2009,692300,1990,3,2602,Ainslie
10-March-2009,488100,1956,4,2903,Wanniassa
10-March-2009,475800,1977,4,2906,Banks
10-March-2009,400100,1961,3,2611,Uriarra
10-March-2010,361700,1996,3,2913,Palmerston
10-March-2011,785100,1999,4,2607,Pearce
10-March-2011,468800,1994,3,2905,Chisholm
10-March-2011,525000,1999,4,2903,Wanniassa
10-March-2012,705300,1974,3,2604,Narrabundah
10-March-2012,415800,1976,3,2615,Melba
10-March-2014,231200,1947,1,2614,Page
10-March-2015,521100,1978,4,2906,Gordon
10-March-2015,1217200,1972,4,2603,Manuka
10-March-2015,424600,1947,2,2903,Wanniassa
10-March-2015,423600,2005,2,2914,Forde
10-March-2015,733100,1918,3,2605,Garran
10-March-2015,719900,1990,4,2913,Nicholls
10-March-2015,683500,2006,4,2913,Nicholls
10-March-2015,601000,1990,4,2913,Ginninderra Village
10-March-2015,594350,1980,4,2914,Amaroo
10-March-2015,710500,1952,3,2605,Curtin
10-March-2015,525100,1959,3,2611,Uriarra
10-May-2010,399300,2003,3,2903,Wanniassa
10-May-2010,490200,1966,3,2611,Fisher
10-May-2010,556000,1993,4,2905,Richardson
10-May-2010,680200,1979,3,2617,Evatt
10-May-2010,601000,1925,4,2617,Belconnen
10-May-2011,552600,1919,3,2904,Macarthur
10-May-2011,456300,2007,3,2904,Macarthur
10-May-2011,744600,1996,4,2913,Franklin
10-May-2011,391200,1969,3,2906,Conder
10-May-2011,374200,1996,3,2913,Ginninderra Village
10-May-2012,551900,1990,4,2615,Spence
10-May-2012,542900,1966,4,2903,Oxley
10-May-2012,848100,1990,5,2607,Mawson
10-May-2012,430500,1988,3,2913,Palmerston
10-May-2012,449400,1980,3,2905,Chisholm
10-May-2013,623000,1976,4,2611,Weston
10-May-2013,703600,1915,4,2617,Lawson
10-May-2014,692600,1912,4,2605,Garran
10-May-2014,916800,1931,3,2612,Reid
10-May-2014,1009900,1998,5,2607,Pearce
10-November-2008,568200,1922,4,2904,Fadden
10-November-2008,624900,1925,5,2904,Macarthur
10-November-2008,704600,1981,4,2906,Conder
10-November-2008,357100,1972,3,2906,Banks
10-November-2008,551900,1966,5,2611,Uriarra
10-November-2009,495000,1978,3,2906,Gordon
10-November-2009,416290,2000,3,2906,Banks
10-November-2009,555400,2004,4,2607,Torrens
10-November-2009,379800,1976,3,2906,Banks
10-November-2010,481300,1990,3,2905,Bonython
10-November-2010,425900,1950,2,2607,Farrer
10-November-2010,483500,1976,3,2602,Ainslie
10-November-2010,531000,1927,4,2914,Forde
10-November-2010,389500,1976,3,2906,Conder
10-November-2010,466100,2003,4,2905,Chisholm
10-November-2011,498900,1997,4,2905,Calwell
10-November-2011,613800,2000,3,2604,Narrabundah
10-November-2011,496000,1976,4,2614,Hawker
10-November-2011,475400,1926,3,2904,Gowrie
10-November-2011,458000,1925,3,2914,Amaroo
10-November-2011,413800,1947,2,2614,Scullin
10-November-2011,842300,1952,5,2603,Griffith
10-November-2011,615400,1952,3,2603,Forrest
10-November-2011,658900,1973,3,2604,Kingston
10-November-2012,650500,1977,3,2604,Kingston
10-November-2012,824100,1997,4,2607,Mawson
10-November-2012,1204700,1989,4,2607,Isaacs
10-November-2012,1279000,1973,5,2604,Causeway
10-November-2012,613900,2014,4,2906,Gordon
10-November-2014,588800,2003,3,2913,Ginninderra Village
10-November-2014,334600,1975,4,2902,Kambah
10-November-2014,426900,1947,3,2902,Kambah
10-November-2014,436400,1976,3,2615,Fraser
10-November-2014,1134700,2007,4,2605,Garran
10-November-2014,496500,1959,3,2614,Page
10-November-2014,595000,1925,4,2904,Gowrie
10-November-2014,1954900,1976,4,2603,Forrest
10-November-2014,350500,1942,2,2602,Lyneham
10-November-2015,1363800,1998,5,2602,Downer
10-November-2015,795200,1990,5,2606,O'malley
10-November-2015,207000,1984,1,2611,Uriarra
10-November-2015,504700,1965,4,2617,Lawson
10-November-2015,609900,1928,4,2914,Amaroo
10-November-2015,663700,2014,5,2906,Banks
10-November-2015,502900,1991,4,2906,Banks
10-November-2015,341200,1976,3,2905,Calwell
10-October-2007,547500,2008,3,2605,Hughes
10-October-2008,446900,2014,4,2904,Fadden
10-October-2008,470800,1977,4,2615,Charnwood
10-October-2008,669000,1954,4,2902,Kambah
10-October-2008,410600,1966,4,2611,Weston Creek
10-October-2008,375800,1967,3,2614,Weetangera
10-October-2009,580900,1992,3,2602,Dickson
10-October-2009,425900,1973,3,2615,Flynn
10-October-2009,340700,1926,2,2617,Evatt
10-October-2009,368400,1996,3,2913,Franklin
10-October-2009,955800,1950,2,2600,Yarralumla
10-October-2009,403295,1977,3,2905,Gilmore
10-October-2009,586400,1977,4,2617,Mckellar
10-October-2009,436200,1975,4,2611,Uriarra
10-October-2011,458900,1926,4,2902,Kambah
10-October-2012,512800,2001,3,2914,Forde
10-October-2012,516000,1969,4,2615,Flynn
10-October-2012,508300,1957,3,2614,Aranda
10-October-2012,695000,1994,4,2602,Hackett
10-October-2012,488600,1954,3,2902,Kambah
10-October-2012,565900,1957,3,2606,Chifley
10-October-2012,429450,1957,3,2614,Macquarie
10-October-2013,833900,1996,4,2607,Pearce
10-October-2013,432900,1988,3,2913,Palmerston
10-October-2013,604800,1977,4,2615,Florey
10-October-2014,546000,1999,4,2903,Wanniassa
10-October-2014,456900,1967,3,2615,Higgins
10-October-2014,426200,2003,3,2913,Ngunnawal
10-October-2014,416000,1994,4,2913,Nicholls
10-October-2014,433600,1972,3,2611,Mount Stromlo
10-October-2014,411500,1976,3,2905,Richardson
10-October-2015,569200,1957,3,2614,Jamison Centre
10-October-2015,663600,1992,3,2606,Chifley
10-October-2015,663900,1990,3,2607,Farrer
10-October-2015,688000,2003,4,2913,Ngunnawal
10-October-2015,828800,1999,4,2607,Farrer
10-October-2015,532000,1973,3,2604,Causeway
10-October-2015,952600,2007,5,2913,Franklin
10-October-2015,480300,1961,3,2615,Spence
10-October-2015,990000,1913,3,2605,Curtin
10-October-2015,613600,1966,4,2906,Banks
10-October-2015,952300,2003,4,2602,Downer
10-October-2015,597700,1989,4,2615,Macgregor
10-October-2015,411400,1985,2,2615,Fraser
10-October-2015,653200,1929,4,2914,Bonner
10-September-2008,382900,1975,4,2614,Macquarie
10-September-2009,887300,1939,5,2614,Hawker
10-September-2009,462100,1990,3,2905,Isabella Plains
10-September-2010,342800,1968,2,2906,Gordon
10-September-2010,381700,1983,3,2615,Dunlop
10-September-2010,449800,1969,3,2615,Melba
10-September-2010,543200,1911,4,2914,Amaroo
10-September-2010,704000,1993,4,2906,Banks
10-September-2010,373700,1977,3,2905,Chisholm
10-September-2010,437600,1985,3,2615,Spence
10-September-2010,970900,1939,3,2600,Yarralumla
10-September-2010,660600,1927,4,2914,Forde
10-September-2012,417300,1947,0,2913,Ngunnawal
10-September-2012,535700,1975,3,2611,Waramanga
10-September-2012,391000,1977,3,2906,Banks
10-September-2013,979600,1990,4,2607,Farrer
10-September-2013,869000,2007,4,2914,Forde
10-September-2013,393300,1977,4,2615,Holt
10-September-2014,387500,1977,4,2615,Kippax Centre
10-September-2014,403200,2005,3,2913,Nicholls
10-September-2014,874500,1990,4,2611,Fisher
10-September-2014,514900,1931,4,2914,Forde
10-September-2014,427900,1991,3,2905,Chisholm
10-September-2015,390000,1969,3,2615,Higgins
10-September-2015,838400,1905,3,2612,Reid
10-September-2015,1889500,1989,5,2606,O'malley
10-September-2015,875700,1996,4,2911,Crace
10-September-2015,366700,1931,3,2913,Ngunnawal
10-September-2015,438700,1969,4,2615,Florey
10-September-2015,571200,2004,5,2614,Scullin
11-April-2008,335100,1967,3,2906,Banks
11-April-2008,398800,1957,3,2611,Waramanga
11-April-2011,531900,1978,4,2615,Melba
11-April-2011,758900,1988,3,2602,Ainslie
11-April-2012,619300,1992,3,2602,Hackett
11-April-2012,873877,1984,4,2600,Fairbairn Raaf
11-April-2012,428700,1994,3,2905,Gilmore
11-April-2012,492200,1955,3,2615,Kippax Centre
11-April-2012,388100,1906,1,2612,Turner
11-April-2012,556500,1962,4,2902,Kambah
11-April-2013,446800,1957,3,2906,Banks
11-April-2013,418500,1977,3,2615,Fraser
11-April-2013,505500,1978,4,2615,Dunlop
11-April-2014,779800,1929,5,2914,Harrison
11-April-2014,442700,1995,3,2615,Charnwood
11-April-2014,722100,1931,4,2914,Forde
11-April-2014,437600,1992,3,2913,Franklin
11-April-2014,412600,1977,3,2615,Flynn
11-April-2014,504700,1984,3,2607,Farrer
11-April-2014,389700,1969,3,2906,Conder
11-April-2015,1110300,1997,4,2602,O'connor
11-April-2015,1031200,2004,5,2911,Crace
11-April-2015,1136900,1959,5,2614,Aranda
11-April-2015,546900,1926,4,2914,Harrison
11-April-2015,492100,1924,3,2617,Belconnen
11-April-2015,777400,1912,3,2605,Curtin
11-April-2015,579000,1976,3,2602,Downer
11-April-2015,693000,1966,4,2615,Kippax
11-April-2015,1944900,2006,5,2603,Manuka
11-April-2015,574000,1978,4,2615,Charnwood
11-April-2015,1058900,1915,4,2605,Hughes
11-April-2015,910800,1927,5,2912,Administrative
11-August-2007,515700,1984,3,2602,Downer
11-August-2008,396800,1977,4,2615,Dunlop
11-August-2009,562400,1906,4,2904,Gowrie
11-August-2009,484500,1973,3,2611,Weston
11-August-2009,488700,1966,4,2615,Florey
11-August-2009,385500,2005,3,2913,Ngunnawal
11-August-2010,903100,1984,3,2602,Lyneham
11-August-2010,562700,1927,4,2914,Amaroo
11-August-2011,680900,1994,3,2602,Dickson
11-August-2011,631800,1928,4,2914,Forde
11-August-2012,805000,1905,3,2605,Hughes
11-August-2012,407200,1977,3,2615,Latham
11-August-2012,800100,1981,4,2904,Macarthur
11-August-2014,448000,1980,3,2611,Waramanga
11-August-2014,750250,1996,4,2913,Franklin
11-August-2014,595500,1989,4,2913,Franklin
11-August-2014,481200,1977,3,2606,Woden
11-August-2014,561400,1977,4,2913,Palmerston
11-August-2014,421800,1926,3,2902,Kambah
11-August-2014,584900,1927,4,2912,Administrative
11-August-2015,590300,1923,5,2904,Fadden
11-August-2015,487500,1964,2,2602,Downer
11-August-2015,541100,1954,4,2902,Kambah
11-August-2015,1053900,1920,3,2600,Harman
11-August-2015,1552800,1964,4,2603,Manuka
11-August-2015,568100,1999,4,2913,Ngunnawal
11-December-2008,506100,1966,4,2615,Macgregor
11-December-2009,521000,2000,4,2905,Bonython
11-December-2009,322600,1967,3,2615,Kippax
11-December-2009,619500,1978,3,2614,Macquarie
11-December-2009,403200,1985,3,2615,Higgins
11-December-2010,1252200,1997,4,2602,Hackett
11-December-2010,497500,1991,4,2615,Latham
11-December-2010,806700,1968,4,2600,Fairbairn Raaf
11-December-2010,613300,1962,4,2611,Rivett
11-December-2012,515000,2003,4,2905,Bonython
11-December-2012,588500,2002,4,2607,Torrens
11-December-2012,1032300,1990,4,2611,Chapman
11-December-2012,472700,1994,3,2913,Ngunnawal
11-December-2012,1581600,1996,5,2604,Narrabundah
11-December-2012,602600,1990,4,2906,Conder
11-December-2012,419600,1976,3,2906,Banks
11-December-2012,356500,1978,3,2913,Nicholls
11-December-2012,742200,1994,3,2602,Dickson
11-December-2012,573700,1965,5,2615,Spence
11-December-2013,612400,2004,4,2904,Macarthur
11-December-2013,590700,1981,4,2913,Franklin
11-December-2013,459400,1976,3,2615,Higgins
11-December-2013,613500,1966,4,2611,Waramanga
11-December-2013,572300,1925,4,2904,Gowrie
11-December-2013,469900,1994,3,2905,Bonython
11-December-2013,618300,1910,4,2904,Monash
11-December-2013,395600,1996,3,2913,Palmerston
11-December-2013,865700,2014,4,2617,Kaleen
11-December-2013,479400,1931,3,2912,Administrative
11-December-2014,449100,2007,3,2904,Macarthur
11-December-2014,1866900,1964,5,2603,Manuka
11-December-2014,385300,1925,3,2914,Bonner
11-December-2014,614400,1989,4,2913,Palmerston
11-December-2014,438400,1947,3,2902,Kambah
11-December-2014,641700,1996,4,2906,Gordon
11-December-2015,848200,1929,4,2612,Braddon
11-December-2015,457100,1978,3,2905,Chisholm
11-December-2015,436100,1994,3,2905,Isabella Plains
11-December-2015,754600,1993,4,2913,Palmerston
11-December-2015,642500,1998,4,2905,Bonython
11-December-2015,622100,1997,4,2615,Flynn
11-February-2008,415600,1926,4,2617,Lawson
11-February-2009,413000,1977,4,2615,Kippax Centre
11-February-2009,105900,1967,3,2905,Isabella Plains
11-February-2009,539900,1990,4,2906,Banks
11-February-2010,473000,1961,3,2903,Wanniassa
11-February-2010,560600,1977,4,2615,Dunlop
11-February-2010,665400,2013,4,2914,Bonner
11-February-2011,612900,2003,4,2906,Gordon
11-February-2012,736100,1976,3,2604,Narrabundah
11-February-2012,661300,1992,3,2607,Isaacs
11-February-2013,517900,1996,4,2905,Theodore
11-February-2013,409400,2014,3,2617,Kaleen
11-February-2014,468100,1957,3,2611,Weston
11-February-2014,538000,1925,4,2904,Macarthur
11-February-2014,439474,1925,3,2903,Erindale Centre
11-February-2014,403200,1955,3,2905,Bonython
11-February-2014,592700,1989,4,2913,Ngunnawal
11-February-2014,789300,1998,4,2607,Farrer
11-February-2014,869100,2008,5,2912,Administrative
11-February-2014,613500,1925,5,2617,Belconnen Dc
11-February-2014,535100,1927,4,2914,Forde
11-February-2014,579800,2014,5,2904,Monash
11-February-2014,643000,1992,3,2602,Hackett
11-February-2015,620600,1952,4,2914,Harrison
11-February-2015,393800,1977,3,2905,Richardson
11-February-2015,639600,2014,5,2905,Bonython
11-February-2015,389000,1989,3,2906,Gordon
11-February-2015,755500,1991,3,2602,Ainslie
11-February-2015,734800,1968,5,2914,Amaroo
11-January-2010,636700,2003,4,2913,Nicholls
11-January-2010,524000,1954,4,2903,Erindale Centre
11-January-2010,522000,1966,4,2611,Weston
11-January-2011,440550,1993,3,2904,Fadden
11-January-2011,755400,1905,3,2612,Campbell
11-January-2012,432800,1991,3,2615,Higgins
11-January-2012,565400,1976,4,2902,Kambah
11-January-2013,372200,1976,3,2615,Macgregor
11-January-2013,564300,1926,4,2904,Fadden
11-July-2008,427900,1966,4,2614,Cook
11-July-2008,411800,1957,3,2611,Weston
11-July-2011,579600,1927,4,2914,Bonner
11-July-2011,563800,1977,3,2602,Hackett
11-July-2012,554400,2006,4,2615,Latham
11-July-2012,488800,1985,3,2615,Fraser
11-July-2012,497000,1915,4,2914,Amaroo
11-July-2012,572200,1976,4,2614,Cook
11-July-2013,671450,1990,3,2602,Ainslie
11-July-2013,396700,1972,3,2906,Gordon
11-July-2013,658300,1940,4,2914,Harrison
11-July-2013,460100,1990,3,2905,Isabella Plains
11-July-2013,502600,1973,3,2602,Ainslie
11-July-2013,585100,1929,3,2605,Hughes
11-July-2013,562600,1977,3,2606,Swinger Hill
11-July-2014,530500,1960,5,2902,Kambah
11-July-2014,331400,1954,3,2615,Kippax Centre
11-July-2014,445500,1977,3,2905,Chisholm
11-July-2014,626100,1927,4,2605,Garran
11-July-2014,775500,1939,4,2914,Forde
11-July-2014,510300,1954,3,2902,Kambah
11-July-2014,520300,1925,4,2914,Bonner
11-July-2014,430700,1976,3,2615,Holt
11-July-2014,635800,1908,4,2914,Amaroo
11-July-2015,1015500,1987,4,2611,Pierces Creek
11-July-2015,460100,1926,4,2902,Kambah
11-July-2015,886700,1905,3,2605,Curtin
11-July-2015,612500,1968,3,2611,Stirling
11-July-2015,500400,1957,3,2614,Weetangera
11-July-2015,518400,2005,4,2905,Richardson
11-July-2015,542200,1999,4,2903,Oxley
11-July-2015,668900,1925,5,2912,Administrative
11-June-2008,385600,1976,4,2615,Flynn
11-June-2009,382100,1977,3,2906,Banks
11-June-2009,833200,1993,3,2612,Turner
11-June-2009,523900,1976,2,2602,Lyneham
11-June-2009,491200,2014,4,2905,Bonython
11-June-2010,834500,1996,4,2606,Lyons
11-June-2011,830100,1964,4,2614,Macquarie
11-June-2013,140800,1950,2,2609,Pialligo
11-June-2013,427700,1977,3,2905,Gilmore
11-June-2013,426800,1985,3,2615,Flynn
11-June-2014,599500,1959,3,2604,Kingston
11-June-2014,401000,1977,3,2906,Gordon
11-June-2014,650600,1998,4,2905,Theodore
11-June-2014,388800,1973,3,2615,Melba
11-June-2015,1103700,1996,4,2606,Lyons
11-June-2015,550100,1977,4,2615,Kippax
11-June-2015,629100,1992,3,2607,Mawson
11-June-2015,430100,1999,3,2617,Evatt
11-June-2015,536900,1990,4,2913,Ngunnawal
11-June-2015,444900,1927,3,2902,Kambah
11-March-2009,368700,1900,3,2902,Kambah
11-March-2009,368800,1969,3,2906,Gordon
11-March-2009,374400,1961,3,2611,Weston Creek
11-March-2009,777500,1952,4,2603,Forrest
11-March-2009,752400,2014,4,2902,Kambah
11-March-2009,286900,2005,2,2913,Nicholls
11-March-2009,546400,1977,3,2602,Watson
11-March-2010,453200,2004,3,2904,Macarthur
11-March-2010,440900,1992,3,2617,Bruce
11-March-2010,413000,1976,3,2906,Gordon
11-March-2011,941800,1952,4,2603,Forrest
11-March-2011,591250,1977,3,2607,Isaacs
11-March-2014,484300,2007,3,2904,Macarthur
11-March-2014,794900,1900,4,2914,Bonner
11-March-2014,466400,1994,4,2913,Palmerston
11-March-2015,627800,2004,4,2602,Dickson
11-March-2015,815000,2000,3,2602,Watson
11-March-2015,479100,1986,3,2902,Kambah
11-March-2015,826000,1966,5,2611,Uriarra
11-March-2015,502000,1978,4,2615,Dunlop
11-March-2015,564100,1916,4,2904,Monash
11-March-2015,626900,1909,4,2913,Palmerston
11-March-2015,545700,1988,3,2913,Ginninderra Village
11-March-2015,640900,2004,4,2913,Palmerston
11-March-2015,598000,1959,3,2604,Causeway
11-May-2009,335600,2007,3,2902,Kambah
11-May-2009,512100,1976,3,2611,Stirling
11-May-2009,393800,1961,3,2614,Weetangera
11-May-2009,319600,1969,3,2906,Gordon
11-May-2009,389100,1959,3,2611,Weston Creek
11-May-2010,507600,2001,3,2617,Evatt
11-May-2010,468400,1926,4,2904,Macarthur
11-May-2010,525200,1921,3,2617,Kaleen
11-May-2010,894200,1928,4,2904,Fadden
11-May-2011,633600,1990,4,2913,Ngunnawal
11-May-2011,411300,1955,3,2615,Flynn
11-May-2012,522700,1957,3,2611,Pierces Creek
11-May-2012,420700,2014,3,2902,Kambah
11-May-2012,456800,2014,3,2914,Bonner
11-May-2012,484200,1954,3,2904,Macarthur
11-May-2012,461700,1977,3,2615,Fraser
11-May-2013,701500,1978,4,2903,Erindale Centre
11-May-2013,575800,2006,5,2905,Chisholm
11-May-2015,695000,1977,4,2911,Mitchell
11-May-2015,503800,1977,3,2905,Calwell
11-May-2015,470500,1977,3,2615,Fraser
11-May-2015,390700,2014,3,2913,Ngunnawal
11-May-2015,826900,1999,4,2913,Palmerston
11-November-2008,450600,1957,3,2611,Duffy
11-November-2008,523900,2006,4,2906,Conder
11-November-2008,354900,1988,3,2906,Gordon
11-November-2008,307100,1972,3,2906,Banks
11-November-2009,462100,1926,4,2914,Forde
11-November-2009,600600,1977,4,2614,Macquarie
11-November-2009,1375800,1964,4,2603,Forrest
11-November-2010,418400,1930,2,2606,Swinger Hill
11-November-2010,527700,1989,4,2913,Franklin
11-November-2010,604000,1990,4,2913,Palmerston
11-November-2010,659100,1974,3,2604,Narrabundah
11-November-2010,415000,1969,3,2906,Gordon
11-November-2011,590000,1967,4,2604,Kingston
11-November-2011,462900,1999,4,2617,Evatt
11-November-2011,576900,1966,5,2903,Wanniassa
11-November-2013,405000,2014,3,2902,Kambah
11-November-2013,1060000,1988,4,2603,Red Hill
11-November-2013,336300,1986,3,2913,Palmerston
11-November-2013,431100,1925,3,2902,Kambah
11-November-2013,872400,1977,3,2600,Yarralumla
11-November-2013,424600,1985,3,2906,Banks
11-November-2014,1135800,1952,2,2600,Capital Hill
11-November-2014,558800,2003,4,2617,Giralang
11-November-2014,917800,2006,4,2913,Nicholls
11-November-2014,678900,2006,4,2913,Ginninderra Village
11-November-2014,407300,2003,3,2903,Oxley
11-November-2014,492900,1926,4,2904,Monash
11-November-2014,679800,1997,3,2602,Ainslie
11-November-2014,492000,1977,3,2607,Pearce
11-November-2014,858300,2003,5,2602,Lyneham
11-November-2014,524900,1972,3,2611,Duffy
11-November-2014,1025100,1988,4,2603,Manuka
11-November-2014,488200,1988,3,2913,Palmerston
11-November-2015,635200,1992,3,2607,Torrens
11-November-2015,575400,1991,4,2905,Theodore
11-November-2015,627400,1996,3,2617,Evatt
11-November-2015,512600,1967,3,2614,Weetangera
11-November-2015,703800,2001,4,2914,Forde
11-November-2015,378000,1969,3,2906,Conder
11-November-2015,619500,1976,5,2906,Gordon
11-November-2015,425600,1947,3,2914,Bonner
11-November-2015,540800,1966,4,2615,Kippax
11-November-2015,553700,1972,4,2903,Wanniassa
11-November-2015,705800,1926,5,2914,Amaroo
11-October-2010,427100,2014,3,2617,Evatt
11-October-2010,495700,1924,3,2904,Monash
11-October-2010,470200,1976,3,2611,Rivett
11-October-2011,673600,1986,4,2913,Franklin
11-October-2011,404200,1985,3,2905,Gilmore
11-October-2011,385900,1962,2,2615,Dunlop
11-October-2011,587300,1976,3,2602,Downer
11-October-2012,425900,1977,3,2906,Banks
11-October-2012,633000,1928,4,2914,Amaroo
11-October-2012,704800,1931,4,2914,Forde
11-October-2012,474600,1957,3,2611,Uriarra Forest
11-October-2012,479050,1978,4,2615,Dunlop
11-October-2012,982900,2003,5,2913,Ginninderra Village
11-October-2013,560100,1992,3,2602,Dickson
11-October-2013,1599400,1986,4,2600,Capital Hill
11-October-2013,529000,1958,4,2904,Fadden
11-October-2014,878300,1945,5,2605,Hughes
11-October-2014,804500,1927,3,2605,Hughes
11-October-2014,1140900,1926,5,2605,Garran
11-October-2014,628100,1990,5,2913,Ginninderra Village
11-October-2014,711800,1997,3,2607,Torrens
11-October-2014,594300,1978,4,2611,Rivett
11-October-2014,915200,1976,3,2603,Griffith
11-October-2014,1028700,1939,4,2614,Scullin
11-October-2014,821300,1988,3,2602,Watson
11-October-2014,658600,1990,3,2602,Hackett
11-October-2014,500300,1979,4,2615,Higgins
11-October-2014,577400,1990,4,2607,Farrer
11-September-2007,569600,1922,4,2904,Monash
11-September-2008,442700,2014,3,2617,Bruce
11-September-2008,398600,1977,3,2607,Farrer
11-September-2009,495623,1977,4,2615,Spence
11-September-2010,797900,2007,5,2617,Belconnen
11-September-2010,677200,1918,4,2605,Garran
11-September-2010,685100,1918,3,2605,Curtin
11-September-2010,515900,1922,3,2904,Macarthur
11-September-2010,526200,1976,4,2607,Torrens
11-September-2012,390700,1976,3,2615,Charnwood
11-September-2012,996600,1988,4,2604,Causeway
11-September-2012,584400,2004,4,2913,Palmerston
11-September-2012,597000,1990,4,2913,Ginninderra Village
11-September-2012,866100,2003,4,2902,Kambah
11-September-2012,433500,1975,3,2615,Flynn
11-September-2012,529000,2003,4,2617,Bruce
11-September-2013,880700,1964,4,2600,Capital Hill
11-September-2013,536800,1977,4,2903,Wanniassa
11-September-2013,581100,1987,4,2602,Watson
11-September-2013,984100,1928,4,2605,Curtin
11-September-2014,482200,1976,3,2902,Kambah
11-September-2014,559200,1927,4,2914,Amaroo
11-September-2014,491800,1967,3,2604,Causeway
11-September-2014,462200,1978,3,2905,Richardson
11-September-2015,2078100,2006,4,2603,Forrest
11-September-2015,587100,1927,4,2914,Bonner
11-September-2015,541000,1966,4,2906,Banks
11-September-2015,824100,2003,5,2913,Palmerston
11-September-2015,408700,1972,3,2615,Kippax Centre
11-September-2015,924300,1993,3,2612,Braddon
12-April-2010,494400,1925,4,2617,Belconnen Dc
12-April-2010,1321600,1998,4,2607,Farrer
12-April-2010,648800,1991,4,2905,Richardson
12-April-2011,509200,2006,4,2905,Gilmore
12-April-2011,514500,1947,3,2913,Palmerston
12-April-2011,618000,2014,4,2615,Latham
12-April-2011,608000,2004,4,2602,Dickson
12-April-2012,659600,1977,3,2604,Narrabundah
12-April-2012,475800,1957,3,2611,Duffy
12-April-2013,731400,1998,4,2607,Mawson
12-April-2013,398700,1978,3,2906,Gordon
12-April-2013,522700,1996,4,2906,Gordon
12-April-2013,600100,1999,4,2602,Ainslie
12-April-2013,410800,1975,3,2615,Fraser
12-April-2014,589400,1966,4,2906,Conder
12-April-2014,454600,1969,3,2615,Dunlop
12-April-2014,617100,1963,4,2611,Weston Creek
12-April-2014,660300,2014,5,2615,Flynn
12-April-2014,1110000,2003,5,2607,Mawson
12-April-2014,779800,1905,3,2612,Reid
12-April-2014,659600,2006,4,2913,Ngunnawal
12-August-2008,519300,1906,3,2605,Hughes
12-August-2009,427900,1978,4,2615,Fraser
12-August-2009,458200,1979,4,2906,Banks
12-August-2010,456300,1969,3,2615,Higgins
12-August-2010,524300,2003,4,2904,Fadden
12-August-2010,830800,1999,4,2614,Scullin
12-August-2010,467900,2012,4,2905,Bonython
12-August-2011,503600,1988,3,2615,Melba
